X,Y,FID,id,idmarche,source,type,natureobje,objetmarch,codecpv_or,codecpv,codecpv_di,referencec,datenotifi,anneenotif,moisnotifi,datepublic,dureemois,dureemoise,dureemoisc,montant,nombretitu,montantcal,formeprix,lieuexecut,lieuexec_1,lieuexec_2,codedepart,coderegion,libellereg,nature,accord_cad,procedure_,idacheteur,sirenachet,nomacheteu,coderegi_1,libeller_1,departemen,libelledep,codepostal,libellearr,codearrond,libellecom,codecommun,superficie,population,typeidenti,siretetabl,sireteta_1,sirenetabl,nicetablis,sireneta_1,categoriee,denominati,coderegi_2,libeller_2,libelled_1,departem_1,libellea_1,codearro_1,codepost_1,adresseeta,communeeta,codecomm_1,codetypeet,superfic_1,populati_1,distanceac,typeiden_1,id_cotitul,denomina_1,typeiden_2,id_cotit_1,denomina_2,typeiden_3,id_cotit_2,denomina_3
2.8212988183858,50.4372553547509,1,2018ScG_m3Xgl300,367390,API AIFE,Marché,Fournitures,Fourniture de boissons pour les services de la CommunautXXXXX d'AgglomXXXXXration de Lens-LiXXXXXvin,15900000,15900000-7,15,"Boissons, tabac et produits connexes", ,nan, ,2020/03/27,12,True,1,5319,1,5319,Révisable,62,CODE DEPARTEMENT,Pas-de-Calais,62,nan, ,ACCORD-CADRE, ,Procédure adaptée,24620036400080,True,Communauté d' Agglomération de Lens Lievin,32,Hauts-de-France,62,Pas-de-Calais,62300,Lens,627,LENS,62498,1169,32663,SIRET,34403921900011,True,344039219,00011,True,NC,Bedague,32,Hauts-de-France,Pas-de-Calais,62,Saint-Omer,625,62120,Rue DE LIGNES,ROQUETOIRE,62721,4634Z,1091,1895,59.1319842765, , , , , , , , , 
2.8212988183858,50.4372553547509,2,2019lf5cgGvoNn00,367492,API AIFE,Marché,Services,19S143-Edition de brochures pour le Pays d'Art et d'Histoire de la Communauté d'Agglomération de LENS-LIEVIN,79822500,79822500-7,79,Services de conception graphique,2019-12-10,2019,12,2022/12/20,3,False,3,5711,1,5711,Ferme,62,CODE DEPARTEMENT,Pas-de-Calais,62,nan, ,MARCHE, ,Procédure adaptée,24620036400080,True,Communauté d' Agglomération de Lens Lievin,32,Hauts-de-France,62,Pas-de-Calais,62300,Lens,627,LENS,62498,1169,32663,SIRET,36720045800027,True,367200458,00027,True,PME,L'ARTESIENNE,32,Hauts-de-France,Pas-de-Calais,62,Lens,627,62800,Rue FRANCOIS JACOB,LIEVIN,62510,1812Z,1289,31580,5.5408974778, , , , , , , , , 
2.8212988183858,50.4372553547509,3,20182M_y8DjwM200,367367,API AIFE,Marché,Fournitures,Travaux d'eau potable rue de Gouy XXXXX SERVINS,44162500,44162500-8,44,Conduites d'eau potable, ,nan, ,2020/04/06,2,False,2,127990,1,127990,Ferme,62,CODE DEPARTEMENT,Pas-de-Calais,62,nan, ,MARCHE, ,Procédure adaptée,24620036400080,True,Communauté d' Agglomération de Lens Lievin,32,Hauts-de-France,62,Pas-de-Calais,62300,Lens,627,LENS,62498,1169,32663,SIRET,38347579500191,True,383475795,00191,True,GE,SOGEA NORD HYDRAULIQUE,32,Hauts-de-France,Nord,59,Lille,595,59100,Quai DE BOULOGNE,ROUBAIX,59512,4221Z,1321,94536,48.6440994439, , , , , , , , , 
2.8212988183858,50.4372553547509,4,2019_ejVJOvVCj00,367476,API AIFE,Marché,Travaux,19S158-Electricité courants forts et courants faibles,45311200,45311200-2,45,Travaux d'installations électriques,2020-05-18,2020,05,2020/08/11,16,False,16,49861.8,1,49861,Ferme et actualisable,62,CODE DEPARTEMENT,Pas-de-Calais,62,nan, ,MARCHE, ,Procédure adaptée,24620036400080,True,Communauté d' Agglomération de Lens Lievin,32,Hauts-de-France,62,Pas-de-Calais,62300,Lens,627,LENS,62498,1169,32663,SIRET,97120154600233,True,971201546,00233,True,NC,SATELEC,32,Hauts-de-France,Nord,59,Douai,593,59553,Rue DU FAUBOURG D ESQUERCHIN,CUINCY,59165,4321B,702,6556,24.6065834708, , , , , , , , , 
2.8212988183858,50.4372553547509,5,2018nRq9mPFTtj00,367418,API AIFE,Marché,Services,Assistance XXXXX maXXXXXtrise d'ouvrage relative XXXXX la crXXXXXation d'un Office de Tourisme de nouvelle gXXXXXnXXXXXration dans un ensemble immobilier urbain ancien du centre-ville de Lens - RELANCE APRES INFRUCTUEUX,71330000,71330000-0,71,Services divers d'ingénierie, ,nan, ,2020/04/05,48,False,48,56945,1,56945,Révisable,62,CODE DEPARTEMENT,Pas-de-Calais,62,nan, ,MARCHE, ,Appel d'offres ouvert,24620036400080,True,Communauté d' Agglomération de Lens Lievin,32,Hauts-de-France,62,Pas-de-Calais,62300,Lens,627,LENS,62498,1169,32663,SIRET,44200650800034,True,442006508,00034,True,GE,PARVIS,11,Île-de-France,Paris,75, , ,75013,Avenue D IVRY,PARIS 13,75113,7112B,714,182386,185.9862829563, , , , , , , , , 
2.8212988183858,50.4372553547509,6,2022fTh4MzYSaM00,367725,API AIFE,Marché,Services,22S097-Lot 2 - Fourniture de petit matériel de jardinage et d'horticulture,50000000,50000000-5,50,Services de réparation et d'entretien,2022-11-30,2022,11,2022/12/30,12,True,1,5196,1,5196,Révisable,62,CODE DEPARTEMENT,Pas-de-Calais,62,nan, ,ACCORD-CADRE, ,Appel d'offres ouvert,24620036400080,True,Communauté d' Agglomération de Lens Lievin,32,Hauts-de-France,62,Pas-de-Calais,62300,Lens,627,LENS,62498,1169,32663,SIRET,58211187800077,True,582111878,00077,True,PME,GUILLEBERT,32,Hauts-de-France,Nord,59,Lille,595,59790,Rue JULES VERNE,RONCHIN,59507,4661Z,548,18398,35.2875598921, , , , , , , , , 
2.8212988183858,50.4372553547509,7,2019lwSCwieb9f00,367493,API AIFE,Marché,Fournitures,19S050-Lot nXXXXX 1 : MatXXXXXriels de stockage,44613400,44613400-4,44,Conteneurs de stockage,2019-10-01,2019,10,2019/10/01,5,False,5,37775,1,37775,Ferme,62,CODE DEPARTEMENT,Pas-de-Calais,62,nan, ,MARCHE, ,Procédure adaptée,24620036400080,True,Communauté d' Agglomération de Lens Lievin,32,Hauts-de-France,62,Pas-de-Calais,62300,Lens,627,LENS,62498,1169,32663,SIRET,40428823500033,True,404288235,00033,True,NC,AGEC,75,Nouvelle-Aquitaine,Pyrénées-Atlantiques,64,Bayonne,641,64240,Place DU JEU DE PAUME,HASPARREN,64256,4669C,7749,6160,907.7416598899, , , , , , , , , 
2.8212988183858,50.4372553547509,8,2021axKKRVjcPx00,367637,API AIFE,Marché,Travaux,21S026-Lot 1 : Travaux d'assainissement,45232410,45232410-9,45,Travaux d'assainissement,2021-06-30,2021,06,2021/08/25,36,False,36,686326,1,686326,Révisable,62,CODE DEPARTEMENT,Pas-de-Calais,62,nan, ,MARCHE, ,Procédure adaptée,24620036400080,True,Communauté d' Agglomération de Lens Lievin,32,Hauts-de-France,62,Pas-de-Calais,62300,Lens,627,LENS,62498,1169,32663,SIRET,45138349100011,True,451383491,00011,True,PME,BALESTRA TP,32,Hauts-de-France,Pas-de-Calais,62,Arras,621,62810,Rue DE LA POSTE,AVESNES-LE-COMTE,62063,4312A,936,2028,37.2033757841, , , , , , , , , 
2.8212988183858,50.4372553547509,9,2020dqfA1VzbYx00,367565,API AIFE,Marché,Services,20S040-Lot 2 - Traitement des déchets inertes non valorisables en installation de stockage,90500000,90500000-2,90,Services liés aux déchets et aux ordures,2020-08-03,2020,08,2020/08/04,12,False,12,25625,1,25625,Révisable,62,CODE DEPARTEMENT,Pas-de-Calais,62,nan, ,ACCORD-CADRE, ,Appel d'offres ouvert,24620036400080,True,Communauté d' Agglomération de Lens Lievin,32,Hauts-de-France,62,Pas-de-Calais,62300,Lens,627,LENS,62498,1169,32663,SIRET,80369408200022,True,803694082,00022,True,PME,RECYNOV,32,Hauts-de-France,Nord,59,Lille,595,59320,Rue GABRIEL PERI,HAUBOURDIN,59286,3811Z,548,14498,26.0663070104, , , , , , , , , 
2.8212988183858,50.4372553547509,10,2022_JViD2Wu-l00,367717,API AIFE,Marché,Services,21S151-Etude pré-opérationnelle Copropriété AMO FLASH « Les 4 Vents » à Liévin,79311000,79311000-7,79,Services d'études,2022-02-01,2022,02,2022/02/02,9,False,9,29925,1,29925,Ferme et actualisable,62,CODE DEPARTEMENT,Pas-de-Calais,62,nan, ,MARCHE, ,Procédure adaptée,24620036400080,True,Communauté d' Agglomération de Lens Lievin,32,Hauts-de-France,62,Pas-de-Calais,62300,Lens,627,LENS,62498,1169,32663,SIRET,35066286200068,True,350662862,00068,True,PME,CITEMETRIE SAS,11,Île-de-France,Paris,75, , ,75014,Rue DE LA TOMBE ISSOIRE,PARIS 14,75114,7112B,561,141102,187.002146737, , , , , , , , , 
2.8212988183858,50.4372553547509,11,2020uJFuf1ZGgO00,367585,API AIFE,Marché,Travaux,"20S099-Lot 5 : Accord cadre à bons de commande pour l'entretien, la réparation et les petits aménagements d'électricité, inférieurs ou égaux à 70 000  H.T.",45210000,45210000-2,45,Travaux de construction de bâtiments,2020-12-30,2020,12,2021/08/24,12,False,12,1600000,1,1600000,Révisable,62,CODE DEPARTEMENT,Pas-de-Calais,62,nan, ,ACCORD-CADRE, ,Appel d'offres ouvert,24620036400080,True,Communauté d' Agglomération de Lens Lievin,32,Hauts-de-France,62,Pas-de-Calais,62300,Lens,627,LENS,62498,1169,32663,SIRET,32712477200069,True,327124772,00069,True,NC,SA STTN ENERGIE,32,Hauts-de-France,Nord,59,Lille,595,59118,Rue D YPRES ZI PORTUAIRE,WAMBRECHIES,59636,4321A,1552,9665,38.0884805202, , , , , , , , , 
2.8212988183858,50.4372553547509,12,2021mA0EtTeSah00,367652,API AIFE,Marché,Fournitures,"21S133-Fourniture et entretien de fontaines à eau, bonbonnes et gobelets",15980000,15980000-1,15,Boissons sans alcool,2021-12-24,2021,12,2021/12/24,24,True,1,20000,1,20000,Révisable,62,CODE DEPARTEMENT,Pas-de-Calais,62,nan, ,MARCHE, ,Procédure adaptée,24620036400080,True,Communauté d' Agglomération de Lens Lievin,32,Hauts-de-France,62,Pas-de-Calais,62300,Lens,627,LENS,62498,1169,32663,SIRET,49170025800032,True,491700258,00032,True,PME,AM WATER,32,Hauts-de-France,Aisne,02,Saint-Quentin,23,02100,Rue DU CARDINAL SALIEGE,SAINT-QUENTIN,02691,7729Z,2286,56217,82.7694967741, , , , , , , , , 
2.8212988183858,50.4372553547509,13,2019oxRlibum6-00,367500,API AIFE,Marché,Travaux,19S0035-Lot 2 - MXXXXXtallerie,45212420,45212420-6,45,Travaux de construction de restaurants et d'établissements similaires,2019-07-09,2019,07,2019/08/22,24,False,24,399700,1,399700,Révisable,62,CODE DEPARTEMENT,Pas-de-Calais,62,nan, ,MARCHE, ,Appel d'offres ouvert,24620036400080,True,Communauté d' Agglomération de Lens Lievin,32,Hauts-de-France,62,Pas-de-Calais,62300,Lens,627,LENS,62498,1169,32663,SIRET,78983050200017,True,789830502,00017,True,PME,SERMALU,32,Hauts-de-France,Pas-de-Calais,62,Lens,627,62800,Rue FRANCOIS JACOB,LIEVIN,62510,4391A,1289,31580,5.5408974778, , , , , , , , , 
2.8212988183858,50.4372553547509,14,2018iZxUPSgRmk00,367410,API AIFE,Marché,Services,Audit et AMO pour la fin du contrat de concession d'exploitation d'assainissement et XXXXX la mise en uvre du futur mode de gestion pour l'exploitation du service public d'assainissement,71300000,71300000-1,71,Services d'ingénierie, ,nan, ,2020/04/05,40,False,40,106625,1,106625,Révisable,62,CODE DEPARTEMENT,Pas-de-Calais,62,nan, ,MARCHE, ,Appel d'offres ouvert,24620036400080,True,Communauté d' Agglomération de Lens Lievin,32,Hauts-de-France,62,Pas-de-Calais,62300,Lens,627,LENS,62498,1169,32663,SIRET,38301256400050,True,383012564,00050,True,ETI,SAS VERDI PICARDIE,32,Hauts-de-France,Somme,80,Péronne,804,80300,Rue HIPPOLYTE DEVAUX,ALBERT,80016,7112B,1380,9899,51.8399507942, , , , , , , , , 
2.8212988183858,50.4372553547509,15,2018a1nQyzWQrE00,367404,API AIFE,Marché,Services,AMO relative aux autorisations d'occupation du droit des sols du service instructeur mutualisXXXXX de la CALL,71410000,71410000-5,71,Services d'urbanisme,2019-03-12,2019,03,2020/04/07,12,False,12,17840,1,17840,Révisable,62,CODE DEPARTEMENT,Pas-de-Calais,62,nan, ,ACCORD-CADRE, ,Appel d'offres ouvert,24620036400080,True,Communauté d' Agglomération de Lens Lievin,32,Hauts-de-France,62,Pas-de-Calais,62300,Lens,627,LENS,62498,1169,32663,SIRET,48777970400039,True,487779704,00039,True,PME,URBADS,32,Hauts-de-France,Pas-de-Calais,62,Lens,627,62110,Rue DE LA CALYPSO,HENIN-BEAUMONT,62427,7112B,2075,26482,15.5813460956, , , , , , , , , 
